Id,ActivityDate,activity_weekday,TotalSteps,activity_category,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,total_workout_mins,total_active_mins,active_percentage,SedentaryMinutes,sedentary_percentage,Calories
1927972279,4/10/2016,Sunday,2105,Sedentary,1.46,1.46,0,0,0,1.46,0,0,0,139,0,139,9.65%,805,55.90%,2442
1927972279,4/11/2016,Monday,1209,Sedentary,0.84,0.84,0,0,0,0.84,0,0,0,73,0,73,5.07%,842,58.47%,2255
1927972279,4/12/2016,Tuesday,678,Sedentary,0.47,0.47,0,0,0,0.47,0,0,0,55,0,55,3.82%,734,50.97%,2220
1927972279,4/13/2016,Wednesday,356,Sedentary,0.25,0.25,0,0,0,0.25,0,0,0,32,0,32,2.22%,986,68.47%,2151
1927972279,4/14/2016,Thursday,2163,Sedentary,1.5,1.5,0,0,0.4,1.1,0,0,9,88,9,97,6.74%,1292,89.72%,2383
1927972279,4/15/2016,Friday,980,Sedentary,0.68,0.68,0,0,0,0.68,0,0,0,51,0,51,3.54%,941,65.35%,2221
1927972279,4/16/2016,Saturday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2064
1927972279,4/17/2016,Sunday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,4/18/2016,Monday,244,Sedentary,0.17,0.17,0,0,0,0.17,0,0,0,17,0,17,1.18%,1423,98.82%,2111
1927972279,4/19/2016,Tuesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,4/20/2016,Wednesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,4/21/2016,Thursday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2064
1927972279,4/22/2016,Friday,149,Sedentary,0.1,0.1,0,0,0,0.1,0,0,0,10,0,10,0.69%,1430,99.31%,2093
1927972279,4/23/2016,Saturday,2945,Sedentary,2.04,2.04,0,0,0,2.04,0,0,0,145,0,145,10.07%,1295,89.93%,2499
1927972279,4/24/2016,Sunday,2090,Sedentary,1.45,1.45,0,0.07,0.24,1.14,0,1,6,75,7,82,5.69%,1358,94.31%,2324
1927972279,4/25/2016,Monday,152,Sedentary,0.11,0.11,0,0,0,0.11,0,0,0,12,0,12,0.83%,1303,90.49%,2100
1927972279,4/26/2016,Tuesday,3761,Sedentary,2.6,2.6,0,0,0,2.6,0,0,0,192,0,192,13.33%,1058,73.47%,2638
1927972279,4/27/2016,Wednesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,4/28/2016,Thursday,1675,Sedentary,1.16,1.16,0,0,0,1.16,0,0,0,95,0,95,6.60%,1167,81.04%,2351
1927972279,4/29/2016,Friday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,4/30/2016,Saturday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2064
1927972279,5/1/2016,Sunday,2704,Sedentary,1.87,1.87,0,1.01,0.03,0.83,0,14,1,70,15,85,5.90%,1355,94.10%,2411
1927972279,5/2/2016,Monday,3790,Sedentary,2.62,2.62,0,1.16,0.3,1.16,0,16,8,94,24,118,8.19%,1322,91.81%,2505
1927972279,5/3/2016,Tuesday,1326,Sedentary,0.92,0.92,0,0.73,0,0.18,0,10,0,17,10,27,1.88%,1413,98.13%,2195
1927972279,5/4/2016,Wednesday,1786,Sedentary,1.24,1.24,0,0,0,1.24,0,0,0,87,0,87,6.04%,1353,93.96%,2338
1927972279,5/5/2016,Thursday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,5/6/2016,Friday,2091,Sedentary,1.45,1.45,0,0,0,1.45,0,0,0,108,0,108,7.50%,1332,92.50%,2383
1927972279,5/7/2016,Saturday,1510,Sedentary,1.04,1.04,0,0,0,1.04,0,0,0,48,0,48,3.33%,1392,96.67%,2229
1927972279,5/8/2016,Sunday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,5/9/2016,Monday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,5/10/2016,Tuesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,5/11/2016,Wednesday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,2063
1927972279,5/12/2016,Thursday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,966,67.08%,1383
2022484408,4/1/2016,Friday,13603,Active,9.6,9.6,0,5.46,0.63,3.51,0,72,16,213,88,301,20.90%,1139,79.10%,2645
2022484408,4/2/2016,Saturday,5477,Light,3.84,3.84,0,0,0,3.84,0,0,0,237,0,237,16.46%,1203,83.54%,2040
2022484408,4/3/2016,Sunday,11144,Active,7.82,7.82,0,1.79,0.89,5.14,0,25,22,279,47,326,22.64%,1114,77.36%,2395
2022484408,4/4/2016,Monday,15313,Active,11,11,0,5.02,1.29,4.69,0,62,19,233,81,314,21.81%,1126,78.19%,2581
2022484408,4/5/2016,Tuesday,10805,Active,7.59,7.59,0,0.72,0.98,5.89,0,36,37,298,73,371,25.76%,1069,74.24%,2735
2022484408,4/6/2016,Wednesday,15392,Active,10.93,10.93,0,3.43,1.75,5.75,0,47,42,258,89,347,24.10%,1093,75.90%,2733
2022484408,4/7/2016,Thursday,18247,Active,13.83,13.83,0,7.11,2.21,4.51,0,72,62,252,134,386,26.81%,1054,73.19%,3021
2022484408,4/8/2016,Friday,13023,Active,9.26,9.26,0,3.23,0.56,5.47,0,40,12,296,52,348,24.17%,1092,75.83%,2577
2022484408,4/9/2016,Saturday,16267,Active,12.59,12.59,0,5.75,0.47,6.37,0,44,16,302,60,362,25.14%,1078,74.86%,2811
2022484408,4/10/2016,Sunday,10005,Active,7.02,7.02,0,0.08,1.05,5.9,0,1,23,339,24,363,25.21%,1077,74.79%,2458
2022484408,4/11/2016,Monday,10106,Active,7.09,7.09,0,1.21,0.56,5.33,0,41,16,272,57,329,22.85%,1111,77.15%,2568
2022484408,4/12/2016,Tuesday,11875,Active,8.34,8.34,0,3.31,0.77,4.26,0,42,14,227,56,283,19.65%,1157,80.35%,2390
2022484408,4/13/2016,Wednesday,12024,Active,8.5,8.5,0,2.99,0.1,5.41,0,43,5,292,48,340,23.61%,1100,76.39%,2601
2022484408,4/14/2016,Thursday,10690,Active,7.5,7.5,0,2.48,0.21,4.82,0,32,3,257,35,292,20.28%,1148,79.72%,2312
2022484408,4/15/2016,Friday,11034,Active,8.03,8.03,0,1.94,0.31,5.78,0,27,9,282,36,318,22.08%,1122,77.92%,2525
2022484408,4/16/2016,Saturday,10100,Active,7.09,7.09,0,3.15,0.55,3.39,0,41,11,151,52,203,14.10%,1237,85.90%,2177
2022484408,4/17/2016,Sunday,15112,Active,11.4,11.4,0,3.87,0.66,6.88,0,28,29,331,57,388,26.94%,1052,73.06%,2782
2022484408,4/18/2016,Monday,14131,Active,10.07,10.07,0,3.64,0.12,6.3,0,48,3,311,51,362,25.14%,1078,74.86%,2770
2022484408,4/19/2016,Tuesday,11548,Active,8.53,8.53,0,3.29,0.24,5,0,31,7,250,38,288,20.00%,1152,80.00%,2489
2022484408,4/20/2016,Wednesday,15112,Active,10.67,10.67,0,3.34,1.93,5.4,0,48,63,276,111,387,26.88%,1053,73.13%,2897
2022484408,4/21/2016,Thursday,12453,Active,8.74,8.74,0,3.33,1.11,4.31,0,104,53,255,157,412,28.61%,1028,71.39%,3158
2022484408,4/22/2016,Friday,12954,Active,9.33,9.33,0,4.43,0.42,4.47,0,52,10,273,62,335,23.26%,1105,76.74%,2638
2022484408,4/23/2016,Saturday,6001,Light,4.21,4.21,0,0,0,4.21,0,0,0,249,0,249,17.29%,1191,82.71%,2069
2022484408,4/24/2016,Sunday,13481,Active,10.28,10.28,0,4.55,1.15,4.58,0,37,26,216,63,279,19.38%,1161,80.63%,2529
2022484408,4/25/2016,Monday,11369,Active,8.01,8.01,0,3.33,0.22,4.46,0,44,8,217,52,269,18.68%,1171,81.32%,2470
2022484408,4/26/2016,Tuesday,10119,Active,7.19,7.19,0,1.43,0.66,5.11,0,55,24,275,79,354,24.58%,1086,75.42%,2793
2022484408,4/27/2016,Wednesday,10159,Active,7.13,7.13,0,1.04,0.97,5.12,0,19,20,282,39,321,22.29%,1119,77.71%,2463
2022484408,4/28/2016,Thursday,10140,Active,7.12,7.12,0,0.41,1.33,5.39,0,6,20,291,26,317,22.01%,1123,77.99%,2296
2022484408,4/29/2016,Friday,10245,Active,7.19,7.19,0,0.48,1.21,5.5,0,21,40,281,61,342,23.75%,1098,76.25%,2611
2022484408,4/30/2016,Saturday,18387,Active,12.91,12.91,0,0.94,1.4,10.57,0,13,23,361,36,397,27.57%,1043,72.43%,2732
2022484408,5/1/2016,Sunday,10538,Active,7.4,7.4,0,1.94,0.96,4.5,0,25,28,245,53,298,20.69%,1142,79.31%,2380
2022484408,5/2/2016,Monday,10379,Active,7.29,7.29,0,2.61,0.34,4.33,0,36,8,277,44,321,22.29%,1119,77.71%,2473
2022484408,5/3/2016,Tuesday,12183,Active,8.74,8.74,0,3.99,0.46,4.28,0,72,14,250,86,336,23.33%,1104,76.67%,2752
2022484408,5/4/2016,Wednesday,11768,Active,8.29,8.29,0,2.51,0.93,4.85,0,36,27,272,63,335,23.26%,1105,76.74%,2649
2022484408,5/5/2016,Thursday,11895,Active,8.35,8.35,0,2.79,0.86,4.7,0,55,20,253,75,328,22.78%,1112,77.22%,2609
2022484408,5/6/2016,Friday,10227,Active,7.18,7.18,0,1.87,0.67,4.64,0,24,17,295,41,336,23.33%,1104,76.67%,2498
2022484408,5/7/2016,Saturday,6708,Light,4.71,4.71,0,1.61,0.08,3.02,0,20,2,149,22,171,11.88%,1269,88.13%,1995
2022484408,5/8/2016,Sunday,3292,Sedentary,2.31,2.31,0,0,0,2.31,0,0,0,135,0,135,9.38%,1305,90.63%,1848
2022484408,5/9/2016,Monday,13379,Active,9.39,9.39,0,2.12,1.63,5.64,0,35,47,297,82,379,26.32%,1061,73.68%,2709
2022484408,5/10/2016,Tuesday,12798,Active,8.98,8.98,0,2.22,1.21,5.56,0,57,28,271,85,356,24.72%,1084,75.28%,2797
2022484408,5/11/2016,Wednesday,13272,Active,9.32,9.32,0,4.18,1.15,3.99,0,58,25,224,83,307,21.32%,1133,78.68%,2544
2022484408,5/12/2016,Thursday,9117,Moderate,6.41,6.41,0,1.28,0.67,4.44,0,16,16,236,32,268,18.61%,728,50.56%,1853
2026352035,4/1/2016,Friday,2605,Sedentary,1.62,1.62,0,0,0,1.62,0,0,0,166,0,166,11.53%,729,50.63%,1407
2026352035,4/2/2016,Saturday,1229,Sedentary,0.76,0.76,0,0,0,0.76,0,0,0,69,0,69,4.79%,795,55.21%,1237
2026352035,4/3/2016,Sunday,2308,Sedentary,1.43,1.43,0,0,0,1.43,0,0,0,115,0,115,7.99%,720,50.00%,1330
2026352035,4/4/2016,Monday,6679,Light,4.14,4.14,0,0,0,4.14,0,0,0,263,0,263,18.26%,644,44.72%,1583
2026352035,4/5/2016,Tuesday,5645,Light,3.5,3.5,0,0,0,3.5,0,0,0,248,0,248,17.22%,621,43.13%,1538
2026352035,4/6/2016,Wednesday,3180,Sedentary,1.97,1.97,0,0,0,1.97,0,0,0,185,0,185,12.85%,738,51.25%,1421
2026352035,4/7/2016,Thursday,2767,Sedentary,1.72,1.72,0,0,0,1.72,0,0,0,170,0,170,11.81%,673,46.74%,1392
2026352035,4/8/2016,Friday,3762,Sedentary,2.33,2.33,0,0,0,2.33,0,0,0,173,0,173,12.01%,719,49.93%,1425
2026352035,4/9/2016,Saturday,3098,Sedentary,1.92,1.92,0,0,0,1.92,0,0,0,185,0,185,12.85%,700,48.61%,1413
2026352035,4/10/2016,Sunday,5142,Light,3.19,3.19,0,0,0,3.19,0,0,0,230,0,230,15.97%,654,45.42%,1515
2026352035,4/11/2016,Monday,3279,Sedentary,2.03,2.03,0,0,0,2.03,0,0,0,164,0,164,11.39%,694,48.19%,1405
2026352035,4/12/2016,Tuesday,4414,Sedentary,2.74,2.74,0,0.19,0.35,2.2,0,3,8,181,11,192,13.33%,706,49.03%,1459
2026352035,4/13/2016,Wednesday,4993,Sedentary,3.1,3.1,0,0,0,3.1,0,0,0,238,0,238,16.53%,663,46.04%,1521
2026352035,4/14/2016,Thursday,3335,Sedentary,2.07,2.07,0,0,0,2.05,0,0,0,197,0,197,13.68%,653,45.35%,1431
2026352035,4/15/2016,Friday,3821,Sedentary,2.37,2.37,0,0,0,2.37,0,0,0,188,0,188,13.06%,687,47.71%,1444
2026352035,4/16/2016,Saturday,2547,Sedentary,1.58,1.58,0,0,0,1.58,0,0,0,150,0,150,10.42%,728,50.56%,1373
2026352035,4/17/2016,Sunday,838,Sedentary,0.52,0.52,0,0,0,0.52,0,0,0,60,0,60,4.17%,1053,73.13%,1214
2026352035,4/18/2016,Monday,3325,Sedentary,2.06,2.06,0,0,0,2.06,0,0,0,182,0,182,12.64%,1062,73.75%,1419
2026352035,4/19/2016,Tuesday,2424,Sedentary,1.5,1.5,0,0,0,1.5,0,0,0,141,0,141,9.79%,785,54.51%,1356
2026352035,4/20/2016,Wednesday,7222,Light,4.48,4.48,0,0,0,4.48,0,0,0,327,0,327,22.71%,623,43.26%,1667
2026352035,4/21/2016,Thursday,2467,Sedentary,1.53,1.53,0,0,0,1.53,0,0,0,153,0,153,10.63%,749,52.01%,1370
2026352035,4/22/2016,Friday,2915,Sedentary,1.81,1.81,0,0,0,1.81,0,0,0,162,0,162,11.25%,712,49.44%,1399
2026352035,4/23/2016,Saturday,12357,Active,7.71,7.71,0,0,0,7.71,0,0,0,432,0,432,30.00%,458,31.81%,1916
2026352035,4/24/2016,Sunday,3490,Sedentary,2.16,2.16,0,0,0,2.16,0,0,0,164,0,164,11.39%,704,48.89%,1401
2026352035,4/25/2016,Monday,6017,Light,3.73,3.73,0,0,0,3.73,0,0,0,260,0,260,18.06%,821,57.01%,1576
2026352035,4/26/2016,Tuesday,5933,Light,3.68,3.68,0,0,0,3.68,0,0,0,288,0,288,20.00%,1018,70.69%,1595
2026352035,4/27/2016,Wednesday,6088,Light,3.77,3.77,0,0,0,3.77,0,0,0,286,0,286,19.86%,586,40.69%,1593
2026352035,4/28/2016,Thursday,6375,Light,3.95,3.95,0,0,0,3.95,0,0,0,331,0,331,22.99%,626,43.47%,1649
2026352035,4/29/2016,Friday,7604,Moderate,4.71,4.71,0,0,0,4.71,0,0,0,352,0,352,24.44%,492,34.17%,1692
2026352035,4/30/2016,Saturday,4729,Sedentary,2.93,2.93,0,0,0,2.93,0,0,0,233,0,233,16.18%,594,41.25%,1506
2026352035,5/1/2016,Sunday,3609,Sedentary,2.28,2.28,0,0,0,2.28,0,0,0,191,0,191,13.26%,716,49.72%,1447
2026352035,5/2/2016,Monday,7018,Light,4.35,4.35,0,0,0,4.35,0,0,0,355,0,355,24.65%,716,49.72%,1690
2026352035,5/3/2016,Tuesday,5992,Light,3.72,3.72,0,0,0,3.72,0,0,0,304,0,304,21.11%,981,68.13%,1604
2026352035,5/4/2016,Wednesday,6564,Light,4.07,4.07,0,0,0,4.07,0,0,0,345,0,345,23.96%,530,36.81%,1658
2026352035,5/5/2016,Thursday,12167,Active,7.54,7.54,0,0,0,7.54,0,0,0,475,0,475,32.99%,479,33.26%,1926
2026352035,5/6/2016,Friday,8198,Moderate,5.08,5.08,0,0,0,5.08,0,0,0,383,0,383,26.60%,511,35.49%,1736
2026352035,5/7/2016,Saturday,4193,Sedentary,2.6,2.6,0,0,0,2.6,0,0,0,229,0,229,15.90%,665,46.18%,1491
2026352035,5/8/2016,Sunday,5528,Light,3.45,3.45,0,0,0,3.45,0,0,0,258,0,258,17.92%,610,42.36%,1555
2026352035,5/9/2016,Monday,10685,Active,6.62,6.62,0,0,0,6.6,0,0,0,401,0,401,27.85%,543,37.71%,1869
2026352035,5/10/2016,Tuesday,254,Sedentary,0.16,0.16,0,0,0,0.16,0,0,0,17,0,17,1.18%,1002,69.58%,1141
2026352035,5/11/2016,Wednesday,8580,Moderate,5.32,5.32,0,0,0,5.32,0,0,0,330,0,330,22.92%,569,39.51%,1698
2026352035,5/12/2016,Thursday,8891,Moderate,5.51,5.51,0,0,0,5.51,0,0,0,343,0,343,23.82%,330,22.92%,1364
2320127002,4/1/2016,Friday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1324
2320127002,4/2/2016,Saturday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1324
2320127002,4/3/2016,Sunday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1324
2320127002,4/4/2016,Monday,0,Sedentary,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1440,100.00%,1324
2320127002,4/5/2016,Tuesday,4931,Sedentary,3.32,3.32,0,0,0,3.32,0,0,0,175,0,175,12.15%,1265,87.85%,1708
2320127002,4/6/2016,Wednesday,6999,Light,4.72,4.72,0,0,0,4.72,0,0,0,320,0,320,22.22%,1120,77.78%,1950
2320127002,4/7/2016,Thursday,1846,Sedentary,1.24,1.24,0,0,0,1.24,0,0,0,93,0,93,6.46%,1347,93.54%,1508
2320127002,4/8/2016,Friday,3417,Sedentary,2.3,2.3,0,0,0,2.3,0,0,0,153,0,153,10.63%,1287,89.38%,1625
2320127002,4/9/2016,Saturday,4863,Sedentary,3.28,3.28,0,0.06,0.42,2.8,0,1,11,208,12,220,15.28%,1220,84.72%,1772
2320127002,4/10/2016,Sunday,2277,Sedentary,1.53,1.53,0,0,0,1.53,0,0,0,103,0,103,7.15%,1337,92.85%,1530
2320127002,4/11/2016,Monday,11230,Active,7.67,7.67,0,0.89,0.12,6.66,0,10,2,390,12,402,27.92%,1038,72.08%,2206
2320127002,4/12/2016,Tuesday,10725,Active,7.49,7.49,0,1.17,0.31,6.01,0,13,9,306,22,328,22.78%,1112,77.22%,2124
2320127002,4/13/2016,Wednesday,7275,Light,4.9,4.9,0,0,0,4.9,0,0,0,335,0,335,23.26%,1105,76.74%,2003
2320127002,4/14/2016,Thursday,3973,Sedentary,2.68,2.68,0,0,0,2.68,0,0,0,191,0,191,13.26%,1249,86.74%,1696
2320127002,4/15/2016,Friday,5205,Light,3.51,3.51,0,0,0,3.51,0,0,0,245,0,245,17.01%,1195,82.99%,1801
2320127002,4/16/2016,Saturday,5057,Light,3.41,3.41,0,0,0,3.4,0,0,0,195,0,195,13.54%,1245,86.46%,1724
2320127002,4/17/2016,Sunday,6198,Light,4.18,4.18,0,0,0,4.18,0,0,0,249,0,249,17.29%,1191,82.71%,1852
2320127002,4/18/2016,Monday,6559,Light,4.42,4.42,0,0,0.26,4.14,0,0,7,260,7,267,18.54%,1173,81.46%,1905
2320127002,4/19/2016,Tuesday,5997,Light,4.04,4.04,0,0,0.38,3.66,0,0,11,228,11,239,16.60%,1201,83.40%,1811
2320127002,4/20/2016,Wednesday,7192,Light,4.85,4.85,0,0,0.49,4.34,0,0,11,283,11,294,20.42%,1146,79.58%,1922
2320127002,4/21/2016,Thursday,3404,Sedentary,2.29,2.29,0,0.06,0.42,1.81,0,1,10,127,11,138,9.58%,1302,90.42%,1610
2320127002,4/22/2016,Friday,5583,Light,3.76,3.76,0,0,0,3.76,0,0,0,266,0,266,18.47%,1174,81.53%,1851
2320127002,4/23/2016,Saturday,5079,Light,3.42,3.42,0,0,0,3.42,0,0,0,242,0,242,16.81%,1129,78.40%,1804
2320127002,4/24/2016,Sunday,4165,Sedentary,2.81,2.81,0,0,0,2.8,0,0,0,204,0,204,14.17%,1236,85.83%,1725
2320127002,4/25/2016,Monday,3588,Sedentary,2.42,2.42,0,0.23,0.2,1.99,0,3,5,152,8,160,11.11%,1280,88.89%,1654
2320127002,4/26/2016,Tuesday,3409,Sedentary,2.3,2.3,0,0,0,2.3,0,0,0,147,0,147,10.21%,1293,89.79%,1632
2320127002,4/27/2016,Wednesday,1715,Sedentary,1.16,1.16,0,0,0,1.16,0,0,0,82,0,82,5.69%,1358,94.31%,1481
2320127002,4/28/2016,Thursday,1532,Sedentary,1.03,1.03,0,0,0,1.03,0,0,0,76,0,76,5.28%,1364,94.72%,1473
2320127002,4/29/2016,Friday,924,Sedentary,0.62,0.62,0,0,0,0.62,0,0,0,45,0,45,3.13%,1395,96.88%,1410
2320127002,4/30/2016,Saturday,4571,Sedentary,3.08,3.08,0,0,0,3.07,0,0,0,234,0,234,16.25%,1206,83.75%,1779
2320127002,5/1/2016,Sunday,772,Sedentary,0.52,0.52,0,0,0,0.52,0,0,0,40,0,40,2.78%,1400,97.22%,1403
2320127002,5/2/2016,Monday,3634,Sedentary,2.45,2.45,0,0.36,0.21,1.88,0,5,6,123,11,134,9.31%,1306,90.69%,1613
2320127002,5/3/2016,Tuesday,7443,Light,5.02,5.02,0,1.49,0.37,3.16,0,20,10,206,30,236,16.39%,1204,83.61%,1878
2320127002,5/4/2016,Wednesday,1201,Sedentary,0.81,0.81,0,0,0,0.81,0,0,0,52,0,52,3.61%,1388,96.39%,1426
2320127002,5/5/2016,Thursday,5202,Light,3.51,3.51,0,0,0.39,3.11,0,0,11,223,11,234,16.25%,1206,83.75%,1780
2320127002,5/6/2016,Friday,4878,Sedentary,3.29,3.29,0,0,0,3.29,0,0,0,204,0,204,14.17%,1236,85.83%,1742
2320127002,5/7/2016,Saturday,7379,Light,4.97,4.97,0,0,0,4.97,0,0,0,319,0,319,22.15%,1121,77.85%,1972
2320127002,5/8/2016,Sunday,5161,Light,3.48,3.48,0,0,0,3.47,0,0,0,247,0,247,17.15%,1193,82.85%,1821
2320127002,5/9/2016,Monday,3090,Sedentary,2.08,2.08,0,0,0,2.08,0,0,0,145,0,145,10.07%,1295,89.93%,1630
2320127002,5/10/2016,Tuesday,6227,Light,4.2,4.2,0,0,0,4.2,0,0,0,290,0,290,20.14%,1150,79.86%,1899
2320127002,5/11/2016,Wednesday,6424,Light,4.33,4.33,0,0,0,4.33,0,0,0,300,0,300,20.83%,1140,79.17%,1903
2320127002,5/12/2016,Thursday,2661,Sedentary,1.79,1.79,0,0,0,1.79,0,0,0,128,0,128,8.89%,830,57.64%,1125
2347167796,3/29/2016,Tuesday,10272,Active,6.79,6.79,0,0.16,3.12,3.5,0,2,58,208,60,268,18.61%,700,48.61%,2041
2347167796,3/30/2016,Wednesday,10533,Active,7.1,7.1,0,1.77,2.06,3.27,0,21,35,255,56,311,21.60%,615,42.71%,2187
2347167796,3/31/2016,Thursday,6760,Light,4.47,4.47,0,0,0,4.47,0,0,0,250,0,250,17.36%,613,42.57%,1929
2347167796,4/1/2016,Friday,8328,Moderate,5.51,5.51,0,0,2,3.5,0,0,33,212,33,245,17.01%,804,55.83%,1935
2347167796,4/2/2016,Saturday,15459,Active,10.22,10.22,0,3.59,0.81,5.82,0,51,16,327,67,394,27.36%,583,40.49%,2438
2347167796,4/3/2016,Sunday,7485,Light,4.95,4.95,0,0,0,4.95,0,0,0,324,0,324,22.50%,491,34.10%,2035
2347167796,4/4/2016,Monday,10254,Active,6.8,6.8,0,1.42,1.23,4.16,0,21,25,231,46,277,19.24%,638,44.31%,2099
2347167796,4/5/2016,Tuesday,10114,Active,6.82,6.82,0,1.64,0.48,4.68,0,18,9,269,27,296,20.56%,696,48.33%,2096
2347167796,4/6/2016,Wednesday,11107,Active,7.34,7.34,0,0.9,2.76,3.68,0,14,46,196,60,256,17.78%,759,52.71%,2058
2347167796,4/7/2016,Thursday,10320,Active,6.85,6.85,0,0.68,1.23,4.94,0,15,32,315,47,362,25.14%,1002,69.58%,2338
2347167796,4/8/2016,Friday,10209,Active,6.75,6.75,0,0.16,0.35,6.23,0,2,6,316,8,324,22.50%,711,49.38%,2104
2347167796,4/9/2016,Saturday,16081,Active,10.63,10.63,0,1.25,1.82,7.56,0,16,32,401,48,449,31.18%,970,67.36%,2488
2347167796,4/10/2016,Sunday,10078,Active,6.83,6.83,0,1.02,0.12,5.69,0,12,3,303,15,318,22.08%,463,32.15%,2164
2347167796,4/11/2016,Monday,10001,Active,6.61,6.61,0,0.33,2.93,3.36,0,5,52,196,57,253,17.57%,788,54.72%,2009
2347167796,4/12/2016,Tuesday,10113,Active,6.83,6.83,0,2,0.62,4.2,0,28,13,320,41,361,25.07%,964,66.94%,2344
2347167796,4/13/2016,Wednesday,10352,Active,7.01,7.01,0,1.66,1.94,3.41,0,19,32,195,51,246,17.08%,676,46.94%,2038
2347167796,4/14/2016,Thursday,10129,Active,6.7,6.7,0,0.02,2.74,3.94,0,1,48,206,49,255,17.71%,705,48.96%,2010
2347167796,4/15/2016,Friday,10465,Active,6.92,6.92,0,0.07,1.42,5.43,0,1,24,284,25,309,21.46%,720,50.00%,2133
2347167796,4/16/2016,Saturday,22244,Active,15.08,15.08,0,5.45,4.1,5.53,0,66,72,268,138,406,28.19%,968,67.22%,2670
2347167796,4/17/2016,Sunday,5472,Light,3.62,3.62,0,0.08,0.28,3.26,0,1,7,249,8,257,17.85%,508,35.28%,1882
2347167796,4/18/2016,Monday,8247,Moderate,5.45,5.45,0,0.79,0.86,3.79,0,11,16,206,27,233,16.18%,678,47.08%,1944
2347167796,4/19/2016,Tuesday,6711,Light,4.44,4.44,0,0,0,4.44,0,0,7,382,7,389,27.01%,648,45.00%,2346
2347167796,4/20/2016,Wednesday,10999,Active,7.27,7.27,0,0.68,1.81,4.78,0,11,43,269,54,323,22.43%,1011,70.21%,2198
2347167796,4/21/2016,Thursday,10080,Active,6.75,6.75,0,1.85,1.53,3.38,0,23,26,208,49,257,17.85%,761,52.85%,2048
2347167796,4/22/2016,Friday,7804,Moderate,5.16,5.16,0,0.56,1.68,2.92,0,9,27,206,36,242,16.81%,781,54.24%,1946
2347167796,4/23/2016,Saturday,16901,Active,11.37,11.37,0,2.78,1.45,7.15,0,32,35,360,67,427,29.65%,591,41.04%,2629
2347167796,4/24/2016,Sunday,9471,Moderate,6.26,6.26,0,0,0,6.26,0,0,0,360,0,360,25.00%,584,40.56%,2187
2347167796,4/25/2016,Monday,9482,Moderate,6.38,6.38,0,1.27,0.52,4.6,0,15,11,277,26,303,21.04%,653,45.35%,2095
2347167796,4/26/2016,Tuesday,5980,Light,3.95,3.95,0,0,0,3.95,0,0,0,227,0,227,15.76%,732,50.83%,1861
2347167796,4/27/2016,Wednesday,11423,Active,7.58,7.58,0,1.86,0.4,5.32,0,26,9,295,35,330,22.92%,623,43.26%,2194
2347167796,4/28/2016,Thursday,5439,Light,3.6,3.6,0,0,0,3.6,0,0,0,229,0,229,15.90%,764,53.06%,1854
2347167796,4/29/2016,Friday,42,Sedentary,0.03,0.03,0,0,0,0.03,0,0,0,4,0,4,0.28%,2,0.14%,403
2873212765,4/1/2016,Friday,890,Sedentary,0.6,0.6,0,0,0,0.6,0,0,0,41,0,41,2.85%,1399,97.15%,1335
2873212765,4/2/2016,Saturday,2214,Sedentary,1.49,1.49,0,0,0,1.49,0,0,0,197,0,197,13.68%,1243,86.32%,1559
2873212765,4/3/2016,Sunday,7640,Moderate,5.13,5.13,0,0.19,0.8,4.15,0,3,15,315,18,333,23.13%,1107,76.88%,1845
